date,year,month,international_arrivals,source,log_arrivals,yoy_growth,mom_growth,covid_period
2014-03-01,2014,3,645668,reconstructed,13.378040718767936,3.9883782356048503,-3.529411764705881,0
2014-04-01,2014,4,590550,reconstructed,13.288809585039994,3.9883782356048503,-8.536585365853655,0
2014-05-01,2014,5,551180,reconstructed,13.219816713553042,3.9883782356048503,-6.666666666666665,0
2014-06-01,2014,6,590550,reconstructed,13.288809585039994,3.9883782356048503,7.14285714285714,0
2014-07-01,2014,7,748030,reconstructed,13.525198363104224,3.9883782356048503,26.66666666666666,0
2014-08-01,2014,8,787400,reconstructed,13.576491657491774,3.9883782356048503,5.263157894736836,0
2014-09-01,2014,9,669290,reconstructed,13.413972727993999,3.9883782356048503,-15.000000000000002,0
2014-10-01,2014,10,669290,reconstructed,13.413972727993999,3.9883782356048503,0.0,0
2014-11-01,2014,11,629920,reconstructed,13.353348106177565,3.9883782356048503,-5.882352941176472,0
2014-12-01,2014,12,574802,reconstructed,13.261780912652075,3.9883782356048503,-8.750000000000002,0
2015-01-01,2015,1,754680,reconstructed,13.53404909732555,0.8890017780035508,31.293906423429284,0
2015-02-01,2015,2,675240,reconstructed,13.422823462215325,0.8890017780035508,-10.526315789473683,0
2015-03-01,2015,3,651408,reconstructed,13.386891452989262,0.8890017780035508,-3.529411764705881,0
2015-04-01,2015,4,595800,reconstructed,13.297660319261318,0.8890017780035508,-8.536585365853655,0
2015-05-01,2015,5,556080,reconstructed,13.228667447774367,0.8890017780035508,-6.666666666666665,0
2015-06-01,2015,6,595800,reconstructed,13.297660319261318,0.8890017780035508,7.14285714285714,0
2015-07-01,2015,7,754680,reconstructed,13.53404909732555,0.8890017780035508,26.66666666666666,0
2015-08-01,2015,8,794400,reconstructed,13.5853423917131,0.8890017780035508,5.263157894736836,0
2015-09-01,2015,9,675240,reconstructed,13.422823462215325,0.8890017780035508,-15.000000000000002,0
2015-10-01,2015,10,675240,reconstructed,13.422823462215325,0.8890017780035508,0.0,0
2015-11-01,2015,11,635520,reconstructed,13.36219884039889,0.8890017780035508,-5.882352941176472,0
2015-12-01,2015,12,579912,reconstructed,13.2706316468734,0.8890017780035508,-8.750000000000002,0
2016-01-01,2016,1,951140,reconstructed,13.765416544152206,26.03222557905338,64.01454013712424,0
2016-02-01,2016,2,851020,reconstructed,13.654190909041981,26.03222557905338,-10.526315789473683,0
2016-03-01,2016,3,820984,reconstructed,13.618258899815919,26.03222557905338,-3.529411764705881,0
2016-04-01,2016,4,750900,reconstructed,13.529027766087975,26.03222557905338,-8.536585365853655,0
2016-05-01,2016,5,700840,reconstructed,13.460034894601025,26.03222557905338,-6.666666666666665,0
2016-06-01,2016,6,750900,reconstructed,13.529027766087975,26.03222557905338,7.14285714285714,0
2016-07-01,2016,7,951140,reconstructed,13.765416544152206,26.03222557905338,26.66666666666666,0
2016-08-01,2016,8,1001200,reconstructed,13.816709838539756,26.03222557905338,5.263157894736836,0
2016-09-01,2016,9,851020,reconstructed,13.654190909041981,26.03222557905338,-15.000000000000002,0
2016-10-01,2016,10,851020,reconstructed,13.654190909041981,26.03222557905338,0.0,0
2016-11-01,2016,11,800960,reconstructed,13.593566287225546,26.03222557905338,-5.882352941176472,0
2016-12-01,2016,12,730876,reconstructed,13.501999093700055,26.03222557905338,-8.750000000000002,0
2017-01-01,2017,1,1227590,reconstructed,14.020563455718651,29.065121853775477,67.96145994669412,0
2017-02-01,2017,2,1098370,reconstructed,13.909337820608426,29.065121853775477,-10.526315789473683,0
2017-03-01,2017,3,1059604,reconstructed,13.873405811382364,29.065121853775477,-3.529411764705881,0
2017-04-01,2017,4,969150,reconstructed,13.784174677654422,29.065121853775477,-8.536585365853655,0
2017-05-01,2017,5,904540,reconstructed,13.71518180616747,29.065121853775477,-6.666666666666665,0
2017-06-01,2017,6,969150,reconstructed,13.784174677654422,29.065121853775477,7.14285714285714,0
2017-07-01,2017,7,1227590,reconstructed,14.020563455718651,29.065121853775477,26.66666666666666,0
2017-08-01,2017,8,1292200,reconstructed,14.071856750106202,29.065121853775477,5.263157894736836,0
2017-09-01,2017,9,1098370,reconstructed,13.909337820608426,29.065121853775477,-15.000000000000002,0
2017-10-01,2017,10,1098370,reconstructed,13.909337820608426,29.065121853775477,0.0,0
2017-11-01,2017,11,1033760,reconstructed,13.848713198791993,29.065121853775477,-5.882352941176472,0
2017-12-01,2017,12,943305,reconstructed,13.757144945164551,29.06498503166064,-8.750096734251667,0
2018-01-01,2018,1,1472310,reconstructed,14.202343153924437,19.934994582881906,56.079952931448474,0
2018-02-01,2018,2,1317330,reconstructed,14.091117518814212,19.934994582881906,-10.526315789473683,0
2018-03-01,2018,3,1270836,reconstructed,14.05518550958815,19.934994582881906,-3.529411764705881,0
2018-04-01,2018,4,1162350,reconstructed,13.965954375860205,19.934994582881906,-8.536585365853655,0
2018-05-01,2018,5,1084860,reconstructed,13.896961504373255,19.934994582881906,-6.666666666666665,0
2018-06-01,2018,6,1162350,reconstructed,13.965954375860205,19.934994582881906,7.14285714285714,0
2018-07-01,2018,7,1472310,reconstructed,14.202343153924437,19.934994582881906,26.66666666666666,0
2018-08-01,2018,8,1549800,reconstructed,14.253636448311987,19.934994582881906,5.263157894736836,0
2018-09-01,2018,9,1317330,reconstructed,14.091117518814212,19.934994582881906,-15.000000000000002,0
2018-10-01,2018,10,1317330,reconstructed,14.091117518814212,19.934994582881906,0.0,0
2018-11-01,2018,11,1239840,reconstructed,14.030492896997776,19.934994582881906,-5.882352941176472,0
2018-12-01,2018,12,1131354,reconstructed,13.938925703472286,19.93512172627092,-8.750000000000002,0
2019-01-01,2019,1,1710760,reconstructed,14.35244827418711,16.19563814685765,51.213501697965434,0
2019-02-01,2019,2,1530680,reconstructed,14.241222639076884,16.19563814685765,-10.526315789473683,0
2019-03-01,2019,3,1476656,reconstructed,14.205290629850822,16.19563814685765,-3.529411764705881,0
2019-04-01,2019,4,1350600,reconstructed,14.116059496122878,16.19563814685765,-8.536585365853655,0
2019-05-01,2019,5,1260560,reconstructed,14.047066624635928,16.19563814685765,-6.666666666666665,0
2019-06-01,2019,6,1350600,reconstructed,14.116059496122878,16.19563814685765,7.14285714285714,0
2019-07-01,2019,7,1710760,reconstructed,14.35244827418711,16.19563814685765,26.66666666666666,0
2019-08-01,2019,8,1800800,reconstructed,14.40374156857466,16.19563814685765,5.263157894736836,0
2019-09-01,2019,9,1530680,reconstructed,14.241222639076884,16.19563814685765,-15.000000000000002,0
2019-10-01,2019,10,1530680,reconstructed,14.241222639076884,16.19563814685765,0.0,0
2019-11-01,2019,11,1440640,reconstructed,14.18059801726045,16.19563814685765,-5.882352941176472,0
2019-12-01,2019,12,1314584,reconstructed,14.089030823734959,16.19563814685765,-8.750000000000002,0
2020-01-01,2020,1,1628257,reconstructed,14.303020675493526,-4.82259346723094,23.861008501548774,0
2020-02-01,2020,2,1456862,reconstructed,14.191795365523424,-4.822562521232399,-10.52628669798441,0
2020-03-01,2020,3,491905,reconstructed,13.106040887399386,-66.68790835509422,-66.23530574618599,1
2020-04-01,2020,4,25709,reconstructed,10.15459640413204,-98.09647564045609,-94.77358433030768,1
2020-05-01,2020,5,23995,reconstructed,10.085600754292345,-98.09648092911087,-6.666925979229066,1
2020-06-01,2020,6,25709,reconstructed,10.15459640413204,-98.09647564045609,7.143154823921649,1
2020-07-01,2020,7,32565,reconstructed,10.390993370980501,-98.09646005284202,26.667703916916263,1
2020-08-01,2020,8,34279,reconstructed,10.44228820075763,-98.09645713016437,5.263319514816511,1
2020-09-01,2020,9,29137,reconstructed,10.279764123179618,-98.09646692973058,-15.00043758569386,1
2020-10-01,2020,10,29137,reconstructed,10.279764123179618,-98.09646692973058,0.0,1
2020-11-01,2020,11,27423,reconstructed,10.219137356321928,-98.09647101288317,-5.882554827195663,1
2020-12-01,2020,12,25020,reconstructed,10.127430784020902,-98.09673630593404,-8.762717426977352,1
2021-01-01,2021,1,14957,reconstructed,9.612934696659327,-99.08141036703665,-40.21982414068746,1
2021-02-01,2021,2,13351,reconstructed,9.499346567390095,-99.08357826616385,-10.737447349067331,1
2021-03-01,2021,3,12849,reconstructed,9.461021266283481,-97.3879102672264,-3.760017976181562,1
2021-04-01,2021,4,11745,reconstructed,9.371182897093012,-54.31560931969349,-8.592108335279015,1
2021-05-01,2021,5,10942,reconstructed,9.300363874623772,-54.39883309022713,-6.83695189442316,1
2021-06-01,2021,6,11745,reconstructed,9.371182897093012,-54.31560931969349,7.338694936940238,1
2021-07-01,2021,7,14957,reconstructed,9.612934696659327,-54.0703208966682,27.34780757769264,1
2021-08-01,2021,8,15760,reconstructed,9.66523036341187,-54.024329764578894,5.368723674533671,1
2021-09-01,2021,9,13351,reconstructed,9.499346567390095,-54.17853588221162,-15.285532994923855,1
2021-10-01,2021,10,13351,reconstructed,9.499346567390095,-54.17853588221162,0.0,1
2021-11-01,2021,11,12548,reconstructed,9.43731656931057,-54.24278889982861,-6.0145307467605384,1
2021-12-01,2021,12,11444,reconstructed,9.345220854170002,-54.260591526778576,-8.798214854956965,1
2022-01-01,2022,1,9225,reconstructed,9.129672468908728,-38.323193153707294,-19.39007340090877,1
2022-02-01,2022,2,8254,reconstructed,9.018453210312527,-38.17691558684743,-10.525745257452579,1
2022-03-01,2022,3,59729,reconstructed,10.99757294358051,364.8532959763406,623.6370244729828,0
2022-04-01,2022,4,364206,reconstructed,12.805474920604523,3000.9450830140486,509.76410119037655,0
2022-05-01,2022,5,339926,reconstructed,12.736483225844962,3006.6167062694203,-6.6665568387121565,0
2022-06-01,2022,6,364206,reconstructed,12.805474920604523,3000.9450830140486,7.142731064996499,0
2022-07-01,2022,7,461328,reconstructed,13.041864565731176,2984.3618372668316,26.666776494621168,0
2022-08-01,2022,8,485609,reconstructed,13.09315905232833,2981.27538071066,5.263283390559437,0
2022-09-01,2022,9,412767,reconstructed,12.930638548093505,2991.656055726163,-15.000133852543918,0
2022-10-01,2022,10,412767,reconstructed,12.930638548093505,2991.656055726163,0.0,0
2022-11-01,2022,11,388487,reconstructed,12.87001498619651,2996.0073318457125,-5.882253183999686,0
2022-12-01,2022,12,354494,reconstructed,12.77844669956426,2997.640685075148,-8.750099745937446,0
2023-01-01,2023,1,1194910,reconstructed,13.99358142670399,12852.953929539297,237.07481649900987,0
2023-02-01,2023,2,1069130,reconstructed,13.882355791593765,12852.871335110249,-10.526315789473683,0
2023-03-01,2023,3,1031396,reconstructed,13.846423782367701,1626.7926802725644,-3.529411764705881,0
2023-04-01,2023,4,943350,reconstructed,13.757192648639759,159.015502215779,-8.536585365853655,0
2023-05-01,2023,5,880460,reconstructed,13.688199777152807,159.015197425322,-6.666666666666665,0
2023-06-01,2023,6,943350,reconstructed,13.757192648639759,159.015502215779,7.14285714285714,0
2023-07-01,2023,7,1194910,reconstructed,13.99358142670399,159.01527763326743,26.66666666666666,0
2023-08-01,2023,8,1257800,reconstructed,14.04487472109154,159.01496883295,5.263157894736836,0
2023-09-01,2023,9,1069130,reconstructed,13.882355791593765,159.01537671373922,-15.000000000000002,0
2023-10-01,2023,10,1069130,reconstructed,13.882355791593765,159.01537671373922,0.0,0
2023-11-01,2023,11,1006240,reconstructed,13.82173116977733,159.0151021784513,-5.882352941176472,0
2023-12-01,2023,12,918194,reconstructed,13.73016397625184,159.01538530976546,-8.750000000000002,0
2024-01-01,2024,1,1662500,reconstructed,14.323833051512146,39.1318174590555,81.06195422753797,0
2024-02-01,2024,2,1487500,reconstructed,14.212607416401921,39.1318174590555,-10.526315789473683,0
2024-03-01,2024,3,1435000,reconstructed,14.176675407175859,39.1318174590555,-3.529411764705881,0
2024-04-01,2024,4,1312500,reconstructed,14.087444273447916,39.1318174590555,-8.536585365853655,0
2024-05-01,2024,5,1225000,reconstructed,14.018451401960965,39.1318174590555,-6.666666666666665,0
